1,13229603,【dyson 戴森】V8 SV25 強勁無線吸塵器(經典熱銷款),https://img4.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13229603&Area=search&mdiv=403&oid=1_1&cid=index&kw=dyson+,momo,,7912.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
2,13463124,【dyson 戴森】HP10 Purifier Hot+Cool Gen1 三合一涼暖空氣清淨機 循環風扇 電暖器,https://img1.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13463124&Area=search&mdiv=403&oid=1_2&cid=index&kw=dyson+,momo,,11112.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
3,14579968,【dyson 戴森】BP02 Purifier Big+Quiet 強效極靜抗敏空氣清淨機(白色及柔霧銀),https://img2.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14579968&Area=search&mdiv=403&oid=1_3&cid=index&kw=dyson+,momo,,15900.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
4,14420655,【dyson 戴森】HD08 Origin Supersonic 吹風機 溫控 負離子(銀銅 平裝版),https://img3.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14420655&Area=search&mdiv=403&oid=1_4&cid=index&kw=dyson+,momo,,7911.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
5,12880421,【dyson 戴森】HD16 Supersonic Nural™ 全新一代 智慧吹風機 溫控 負離子(粉霧玫瑰),https://img1.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12880421&Area=search&mdiv=403&oid=1_5&cid=index&kw=dyson+,momo,,11111.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
6,13895978,【dyson 戴森】HD17 Supersonic r 精準造型 輕量吹風機(粉霧玫瑰),https://img2.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13895978&Area=search&mdiv=403&oid=1_6&cid=index&kw=dyson+,momo,,12900.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
7,14591631,【dyson 戴森】HD16 Supersonic Nural™ 全新一代 吹風機 溫控 負離子(普魯士藍禮盒版),https://img3.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14591631&Area=search&mdiv=403&oid=1_7&cid=index&kw=dyson+,momo,,11111.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
8,12725086,【dyson 戴森】HD16 Supersonic Nural™ 全新一代 吹風機 溫控 負離子(粉霧玫瑰),https://img3.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12725086&Area=search&mdiv=403&oid=1_8&cid=index&kw=dyson+,momo,,11111.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
9,13319092,【dyson 戴森】HP10 Purifier Hot+Cool Gen1 三合一涼暖空氣清淨機 循環風扇,https://img3.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13319092&Area=search&mdiv=403&oid=1_9&cid=index&kw=dyson+,momo,,12900.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
10,11456031,【dyson 戴森】V12 Detect Slim Fluffy SV46 強勁輕量智慧無線吸塵器 光學偵測(升級HEPA過濾),https://img1.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11456031&Area=search&mdiv=403&oid=1_10&cid=index&kw=dyson+,momo,,14900.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
11,14542078,【dyson 戴森】PencilVac™ Fluffycones SV50 鉛筆/筆型吸塵器,https://img3.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14542078&Area=search&mdiv=403&oid=1_11&cid=index&kw=dyson+,momo,,19900.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
12,12472962,【dyson 戴森】V8 Cyclone SV55 無線吸塵器(全新升級版),https://img1.momoshop.com.tw/ecm/img/ec-images/offical_tag_180_120.png?t=20251209,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12472962&Area=search&mdiv=403&oid=1_12&cid=index&kw=dyson+,momo,,9999.00,0,dyson,model_prediction,2025-12-09 17:01:41.301,2025-12-09 17:01:41.301
