1,DMAX00-A900I3HYK,Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器(輕量吸塵器/除螨機/原廠公司貨/二年保固),https://img.pchome.com.tw/cs/items/DMAX00A900I3HYK/000007_1762158543.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-A900I3HYK,pchome,,9999.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
2,DMAX00-A900HC5BZ,Dyson 戴森 V8 Focus Mattress origin HH15強勁無線除塵蟎機 手持吸塵器(原廠公司貨/二年保固),https://img.pchome.com.tw/cs/items/DMAX00A900HC5BZ/000001_1765164024.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-A900HC5BZ,pchome,,6999.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
3,DMAX00-A900JB7FR,Dyson 戴森 PencilVac Fluffycones SV50 鉛筆/筆型吸塵器(雙向光學顯塵/360度靈活轉向/單鍵電源/智能連線/5倍集塵),https://img.pchome.com.tw/cs/items/DMAX00A900JB7FR/000001_1765163573.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-A900JB7FR,pchome,,19900.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
4,DMAX00-1900J5YHV,Dyson 戴森 V8 Cyclone SV55 無線吸塵器 入門首選 (長達60分鐘續航力/可換電池式/單鍵電源控制/二年保固),https://img.pchome.com.tw/cs/items/DMAX001900J5YHV/000001_1765164487.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-1900J5YHV,pchome,,9499.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
5,DMAX00-1900JI7DN,Dyson 戴森 V15 Detect Fluffy SV47 智慧無線吸塵器(除螨機/寵物家庭/原廠公司貨),https://img.pchome.com.tw/cs/items/DMAX001900JI7DN/000001_1765164189.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-1900JI7DN,pchome,,15900.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
6,DMAX00-A900HOY4L,Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),https://img.pchome.com.tw/cs/items/DMAX00A900HOY4L/000001_1765163847.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-A900HOY4L,pchome,,17900.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
7,DMAX00-A900J52LH,Dyson 戴森 V8 Cyclone SV55 無線吸塵器 入門首選 (長達60分鐘續航力/可換電池式/單鍵電源控制/二年保固),https://img.pchome.com.tw/cs/items/DMAX00A900J52LH/000001_1765163667.jpg?width=480,https://24h.pchome.com.tw/prod/DMAX00-A900J52LH,pchome,,10900.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
8,DMAXAJ-A900J2012,Dyson 戴森 V8 Motorhead SV25 最新一代無線吸塵器 升級版【福利品】,https://img.pchome.com.tw/cs/items/DMAXAJA900J2012/000001_1759249840.jpg?width=480,https://24h.pchome.com.tw/prod/DMAXAJ-A900J2012,pchome,,8999.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
9,DMBF1F-A900DYL0F,Dyson 戴森 V11 Fluffy Extra SV15 智慧無線手持吸塵器 超級大全配款【福利品】,https://img.pchome.com.tw/cs/items/DMBF1FA900DYL0F/000001_1762758793.jpg?width=480,https://24h.pchome.com.tw/prod/DMBF1F-A900DYL0F,pchome,,9999.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
10,DMBF05-A900GCL8W,Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(洗地機/三主吸頭/寵物家庭),https://img.pchome.com.tw/cs/items/DMBF05A900GCL8W/000001_1765163432.jpg?width=480,https://24h.pchome.com.tw/prod/DMBF05-A900GCL8W,pchome,,20900.00,0,dyson,model_prediction,2025-12-09 17:02:15.004,2025-12-09 17:02:15.004
